 시군구, 시설신고번호, 시설명, 시설유형, 시설종류 ,운영주체구분 ,종사자수(명), 입소정원수(명), 입소인원수(명), 입소아동수(명), 운영상태, 주소,전화번호
수영구,부산수영-노인-19910103-026,삼성아파트경로당,노인여가복지시설,경로당,개인,0,20,0,0,운영,부산광역시 수영구 망미동 777 ,051-758-5991
수영구,부산수영-노인-19910222-021,현대아파트경로당,노인여가복지시설,경로당,개인,0,51,0,0,운영,부산광역시 수영구 수영동 541 ,051-624-0290
수영구,부산수영-노인-19911201-017,남천삼익경로당,노인여가복지시설,경로당,개인,0,40,0,0,운영,"부산광역시 수영구 광안해변로 100 (남천동, 비치아파트)",051-622-3725
수영구,부산수영-노인-19920302-028,한신아파트경로당,노인여가복지시설,경로당,개인,0,28,0,0,운영,부산광역시 수영구 망미동 880-84 ,051-754-8975
수영구,부산수영-노인-19921219-052,동락경로당,노인여가복지시설,경로당,개인,0,22,0,0,운영,부산광역시 수영구 연수로386번길 17-1 (광안동),051-754-7243
수영구,부산수영-노인-19930719-022,로얄아파트경로당,노인여가복지시설,경로당,개인,0,21,0,0,운영,부산광역시 수영구 망미동 941-1 ,051-751-5934
수영구,부산수영-노인-19940103-027,요셉경로당,노인여가복지시설,경로당,개인,0,42,0,0,운영,부산광역시 수영구 망미동 산 96-1 ,051-754-1432
수영구,부산수영-노인-19940103-050,현대한누리경로당,노인여가복지시설,경로당,개인,0,23,0,0,운영,부산광역시 수영구 망미동 979-92 ,051-757-2322
수영구,부산수영-노인-19940125-023,망미정,노인여가복지시설,경로당,개인,0,30,0,0,운영,부산광역시 수영구 과정로91번길 42 (망미동),051-757-3074
수영구,부산수영-노인-19940408-035,광삼경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 망미번영로 9-4 (광안동),051-751-2624
수영구,부산수영-노인-19950504-076,부산종합사회복지관 로사대학,노인여가복지시설,노인교실,법인,0,180,0,0,운영,부산광역시 수영구 금련로43번길 54 (망미동),051-755-3367
수영구,부산수영-노인-19960102-058,상춘경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 수영로741번길 73 (수영동),051-758-5380
수영구,부산수영-노인-19960309-040,광원아파트경로당,노인여가복지시설,경로당,개인,0,31,0,0,운영,부산광역시 수영구 광안동 526-1 ,051-753-6354
수영구,부산수영-노인-19960406-041,무학경로당,노인여가복지시설,경로당,개인,0,20,0,0,운영,부산광역시 수영구 무학로34번길 9-1 (광안동),051-759-5024
수영구,부산수영-노인-19961109-042,비치그린아파트경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 광일로 49 (광안동),051-751-4236
수영구,부산수영-노인-19970325-043,만수경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 민락로14번길 42 (민락동),051-757-4544
수영구,부산수영-노인-19971004-001,성분도어버이집,노인의료복지시설,노인요양시설,법인,55,61,55,0,운영,부산광역시 수영구 수영로497번길 18 (광안동),051-752-2982
수영구,부산수영-노인-19971021-059,남촌경로당,노인여가복지시설,경로당,개인,0,26,0,0,운영,부산광역시 수영구 수영로488번길 24-6 (남천동),051-623-0396
수영구,부산수영-노인-20000616-044,민안경로당,노인여가복지시설,경로당,개인,0,32,0,0,운영,부산광역시 수영구 무학로63번길 72-4 (민락동),051-754-2272
수영구,부산수영-노인-20001010-047,동원보라경로당,노인여가복지시설,경로당,개인,0,21,0,0,운영,부산광역시 수영구 남천동 490 ,051-627-4324
수영구,부산수영-노인-20001019-004,흰돌실버타운,노인주거복지시설,노인복지주택,법인,19,350,280,0,운영,부산광역시 수영구 연수로260번길 53 (망미동),051-758-6237
수영구,부산수영-노인-20010623-062,강변경로당,노인여가복지시설,경로당,개인,0,53,0,0,운영,부산광역시 수영구 좌수영로167번길 5 (망미동),051-755-1809
수영구,부산수영-노인-20011123-004,흰돌요양센터(목제관),노인의료복지시설,노인요양시설,법인,30,48,44,0,운영,부산광역시 수영구 연수로260번길 53-1 (망미동),051-751-0561
수영구,부산수영-노인-20030324-009,은애너싱홈,노인의료복지시설,노인요양시설,개인,15,17,18,0,운영,부산광역시 수영구 광서로35번길 14 (광안동),051-759-1228
수영구,부산수영-노인-20040213-049,망미중앙경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 연수로241번길 26-8 (망미동),051-759-1233
수영구,부산수영-노인-20040604-045,민락푸르지오아파트경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 민락동 108-1 ,051-761-2930
수영구,부산수영-노인-20040604-046,민락롯데캐슬자이언트아파트노인정,노인여가복지시설,경로당,개인,0,30,0,0,운영,부산광역시 수영구 민락동 110-8 ,051-754-4431
수영구,부산수영-노인-20040913-061,태평양하이츠타운경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 광안동 182-4 ,051-753-7729
수영구,부산수영-노인-20050402-063,민락횟촌경로당,노인여가복지시설,경로당,개인,0,30,0,0,운영,부산광역시 수영구 민락본동로19번길 31-4 (민락동),051-761-0051
수영구,부산수영-노인-20050412-064,정과정노인정,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 좌수영로 204 (망미동),051-759-2934
수영구,부산수영-노인-20050503-065,덕수정 노인정,노인여가복지시설,경로당,개인,0,50,0,0,운영,부산광역시 수영구 수영동 432-1 203 203동 ,051-751-8521
수영구,부산수영-노인-20050729-066,광안금련경로당,노인여가복지시설,경로당,개인,0,29,0,0,운영,부산광역시 수영구 남천바다로9번길 52 (광안동),051-755-2340
수영구,부산수영-노인-20050929-002,상락정배산실버빌,노인의료복지시설,노인요양시설,법인,46,74,60,0,운영,부산광역시 수영구 망미배산로76번나길 33 (망미동),051-756-0569
수영구,부산수영-노인-20051020-068,수영강변1차e-편한세상경로당,노인여가복지시설,경로당,개인,0,32,0,0,운영,"부산광역시 수영구 좌수영로 176, 102동 (망미동,대림강변e편한세상아파트)",051-759-1877
수영구,부산수영-노인-20060209-008,고향의 집,노인의료복지시설,노인요양공동생활가정,개인,8,9,6,0,운영,부산광역시 수영구 망미배산로36번길 55 (망미동),051-752-8393
수영구,부산수영-노인-20060223-082,수영재가노인지원서비스센터,재가노인복지시설,재가노인복지시설,법인,140,80,0,0,운영,"부산광역시 수영구 연수로 375, 4층 (수영동, 보광빌딩)",051-751-7272
수영구,부산수영-노인-20060914-069,백산경로당,노인여가복지시설,경로당,개인,0,22,0,0,운영,부산광역시 수영구 민락로14번길 42 (민락동),051-758-8317
수영구,부산수영-노인-20060915-070,이편한경로당,노인여가복지시설,경로당,개인,0,22,0,0,운영,부산광역시 수영구 망미동 1136 ,051-753-1105
수영구,부산수영-노인-20070426-072,협성경로당,노인여가복지시설,경로당,개인,0,21,0,0,운영,부산광역시 수영구 장대골로19번길 31 (광안동),051-757-8712
수영구,부산수영-노인-20070906-074,SK뷰경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 광안동 473-2 ,051-900-8696
수영구,부산수영-노인-20071025-001,광안동일스위트경로당,노인여가복지시설,경로당,개인,0,29,0,0,운영,부산광역시 수영구 광안동 1069-3 ,051-751-3268
수영구,부산수영-노인-20080205-001,남천화목경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 남천동 47-1 ,051-903-6615
수영구,부산수영-노인-20080220-001,삼익비치경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 광안해변로 100 (남천동),051-628-2054
수영구,부산수영-노인-20080220-002,진로비치아파트경로당,노인여가복지시설,경로당,개인,0,54,0,0,운영,부산광역시 수영구 광안해변로294번길 7 (민락동),051-753-4706
수영구,부산수영-노인-20080416-001,(사)대한노인회수영구지회 부설늘푸른노인대학,노인여가복지시설,노인교실,개인,0,80,0,0,운영,부산광역시 수영구 수영로540번길 8 (광안동),
수영구,부산수영-노인-20080627-001,파크리치경로당,노인여가복지시설,경로당,개인,0,31,0,0,운영,부산광역시 수영구 망미동 693-169 ,051-944-5969
수영구,부산수영-노인-20080708-001,한성기린아파트경로당,노인여가복지시설,경로당,개인,0,28,0,0,운영,부산광역시 수영구 수미로71번길 20 (망미동),051-756-2743
수영구,부산수영-노인-20080730-001,덕민경로당,노인여가복지시설,경로당,개인,0,22,0,0,운영,부산광역시 수영구 구락로25번길 8-1 (수영동),051-752-9709
수영구,부산수영-노인-20081022-001,늘사랑대학,노인여가복지시설,노인교실,법인,0,120,0,0,운영,부산광역시 수영구 금련로43번길 48 (망미동),051-755-4509
수영구,부산수영-노인-20081226-001,수영구노인복지관,노인여가복지시설,노인복지관,법인,13,570,0,0,운영,부산광역시 수영구 황령대로489번길 83 (남천동),051-759-6070
수영구,부산수영-노인-20090116-001,수영노인복지센터,재가노인복지시설,재가노인복지시설,법인,2,0,11,0,운영,부산광역시 수영구 황령대로489번길 83 (남천동),051-759-6070
수영구,부산수영-노인-20090120-001,홀트청춘대학,노인여가복지시설,노인교실,법인,0,80,0,0,운영,부산광역시 수영구 장대골로 20-5 (광안동),051-760-3600
수영구,부산수영-노인-20091102-001,남천코오롱하늘채,노인여가복지시설,경로당,개인,0,58,0,0,운영,부산광역시 수영구 남천동 151 302 302동 ,051-625-9074
수영구,부산수영-노인-20100701-001,장미경로당,노인여가복지시설,경로당,개인,0,31,0,0,운영,부산광역시 수영구 금련로7번길 26 (망미동),051-752-1113
수영구,부산수영-노인-20100714-001,광삼중앙경로당,노인여가복지시설,경로당,개인,0,22,0,0,운영,부산광역시 수영구 연수로396번길 18-1 (광안동),051-751-6701
수영구,부산수영-노인-20110411-001,광일아랫땀경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 수영로646번길 39-1 (광안동),
수영구,부산수영-노인-20110613-001,수영성경로당,노인여가복지시설,경로당,개인,0,34,0,0,운영,부산광역시 수영구 수미로42번길 16-1 (수영동),051-752-9985
수영구,부산수영-노인-20110707-001,광일윗땀경로당,노인여가복지시설,경로당,개인,0,40,0,0,운영,부산광역시 수영구 광일로14번길 18-7 (광안동),051-610-5953
수영구,부산수영-노인-20111021-001,수영만아이파크경로당,노인여가복지시설,경로당,개인,0,27,0,0,운영,부산광역시 수영구 민락동 336-36 수영만아이파크 102A동 3층 ,051-751-5855
수영구,부산수영-노인-20111122-001,삼정그린코아경로당,노인여가복지시설,경로당,개인,0,29,0,0,운영,부산광역시 수영구 수영로540번길 57 (광안동),051-751-0389
수영구,부산수영-노인-20111123-001,일송정경로당,노인여가복지시설,경로당,개인,0,37,0,0,운영,부산광역시 수영구 광안로61번나길 6-19 (민락동),
수영구,부산수영-노인-20120214-001,광안본동경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,부산광역시 수영구 수영로594번길 50-3 (광안동),
수영구,부산수영-노인-20120313-001,구구팔팔경로당,노인여가복지시설,경로당,개인,0,32,0,0,운영,부산광역시 수영구 망미배산로36번길 12-1 (망미동),051-753-9989
수영구,부산수영-노인-20121011-001,행운경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,"부산광역시 수영구 광안해변로277번길 33-18, 101호 (민락동, 행운빌라)",051-752-1866
수영구,부산수영-노인-20130220-001,좌수영경로당,노인여가복지시설,경로당,개인,0,49,0,0,운영,부산광역시 수영구 연수로385번길 14-1 (수영동),051-754-0464
수영구,부산수영-노인-20130816-001,남천해변경로당,노인여가복지시설,경로당,행정기관,0,42,0,0,운영,부산광역시 수영구 수영로402번길 14-6 (남천동),
수영구,부산수영-노인-20140313-001,부산수영시니어클럽,노인일자리지원기관,노인일자리지원기관,법인,32,0,0,0,운영,"부산광역시 수영구 광남로 38, 7층 (남천동, 대양빌딩)",051-625-1262
수영구,부산수영-노인-20140331-001,민락소피아대학,노인여가복지시설,노인교실,법인,0,150,0,0,운영,"부산광역시 수영구 광남로 229, 2층 (민락동, 민락성당 )",051-754-7150
수영구,부산수영-노인-20141215-001,구락경로당,노인여가복지시설,경로당,개인,0,37,0,0,운영,부산광역시 수영구 수미로71번길 7 (망미동),
수영구,부산수영-노인-20150401-001,수영강동원로얄듀크경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,"부산광역시 수영구 수미로14번길 35 (수영동, 수영강동원로얄듀크아파트)",
수영구,부산수영-노인-20150401-002,광안예가경로당,노인여가복지시설,경로당,개인,0,47,0,0,운영,"부산광역시 수영구 광안로 20 (광안동, 광안쌍용예가디오션아파트)",
수영구,부산수영-노인-20150413-001,센텀포레경로당,노인여가복지시설,경로당,개인,0,43,0,0,운영,"부산광역시 수영구 수영로 776 (민락동, 부산더샵센텀포레)",
수영구,부산수영-노인-20150701-001,백산실버주간보호센터,재가노인복지시설,재가노인복지시설,개인,44,59,0,0,운영,부산광역시 수영구 무학로69번길 60 (민락동),051-752-5744
수영구,부산수영-노인-20150910-001,늘푸른경로당,노인여가복지시설,경로당,개인,0,30,0,0,운영,부산광역시 수영구 금련로 29-7 (망미동),
수영구,부산수영-노인-20170328-001,동방경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 무학로64번길 11-3 (민락동),
수영구,부산수영-노인-20170501-001,수남경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,부산광역시 수영구 수영로402번길 9-8 (남천동),
수영구,부산수영-노인-20170803-001,광안메르빌아파트경로당,노인여가복지시설,경로당,개인,0,23,0,0,운영,부산광역시 수영구 광일로 70 (광안동),
수영구,부산수영-노인-20170907-001,곰솔경로당,노인여가복지시설,경로당,행정기관,0,,0,0,운영,부산광역시 수영구 수영성로 28-5 (수영동),051-752-1910
수영구,부산수영-노인-20180117-001,어방골경로당,노인여가복지시설,경로당,행정기관,0,,0,0,운영,부산광역시 수영구 남천바다로15번길 39 (광안동),
수영구,부산수영-노인-20180316-001,이진경로당,노인여가복지시설,경로당,행정기관,0,35,0,0,운영,"부산광역시 수영구 망미로30번길 51, 111동 노유자시설호 (망미동, 망미 이진캐스빌)",
수영구,부산수영-노인-20180622-001,센텀동원경로당,노인여가복지시설,경로당,개인,0,40,0,0,운영,"부산광역시 수영구 수영로 754 (민락동, 센텀비스타동원)",
수영구,부산수영-노인-20180711-001,광안경로당,노인여가복지시설,경로당,행정기관,0,,0,0,운영,부산광역시 수영구 광일로29번나길 13-8 (광안동),
수영구,부산수영-노인-20180921-001,광안더샵경로당,노인여가복지시설,경로당,개인,0,35,0,0,운영,"부산광역시 수영구 수영로 506 (광안동, 광안 더샵)",
수영구,부산수영-노인-20190118-001,광안아파트경로당,노인여가복지시설,경로당,개인,0,25,0,0,운영,"부산광역시 수영구 수영로660번길 37 (광안동, 광안)",
수영구,부산수영-노인-20190408-001,하이페리온경로당,노인여가복지시설,경로당,개인,0,,0,0,운영,"부산광역시 수영구 광남로223번길 31 (민락동, 광안현대하이페리온)",
수영구,부산수영-노인-20190419-001,나래실버데이케어,재가노인복지시설,재가노인복지시설,법인,31,46,0,0,운영,"부산광역시 수영구 수영로 690-5, 12층 (광안동)",051-761-6701
수영구,부산수영-노인-20190717-001,베드로 대학,노인여가복지시설,노인교실,개인,0,100,0,0,운영,부산광역시 수영구 좌수영로 119 (망미동),
수영구,부산수영-노인-20191128-001,광안노인복지관,노인여가복지시설,노인복지관,법인,13,,0,0,운영,부산광역시 수영구 장대골로 75-8 (광안동),051-715-6099
수영구,부산수영-노인-20200228-001,웃는얼굴재가복지센터,재가노인복지시설,재가노인복지시설,개인,37,0,0,0,운영,"부산광역시 수영구 무학로9번길 141, 404호 (광안동)",051-757-2330
수영구,부산수영-노인-20200820-001,스마일재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 수영로 490, 2층 (남천동)",051-612-7759
수영구,부산수영-노인-20201103-001,가람재가방문요양센터,재가노인복지시설,재가노인복지시설,개인,19,,0,0,운영,"부산광역시 수영구 수영로 621, 2층 2-3호 (광안동, 부광)",051-757-5835
수영구,부산수영-노인-20201124-001,들꽃재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 수미로42번길 20, 1층 (수영동)",051-754-2335
수영구,부산수영-노인-20201222-001,하니데이케어센터,재가노인복지시설,재가노인복지시설,개인,0,154,140,0,운영,"부산광역시 수영구 광안해변로278번길 42, 2층 (민락동)",051-755-1017
수영구,부산수영-노인-20210521-001,행복재가 광안 노인 지원센터,재가노인복지시설,재가노인복지시설,개인,15,0,0,0,운영,"부산광역시 수영구 수영로594번길 55, 1층 (광안동)",051-996-5268
수영구,부산수영-노인-20210623-001,효건강 재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 장대골로19번길 51, 1층 (광안동)",051-752-9772
수영구,부산수영-노인-20210910-001,효드림재가복지센터,재가노인복지시설,재가노인복지시설,개인,53,0,0,0,운영,"부산광역시 수영구 수영로666번길 6, 13층 1315호 (광안동)",051-756-1330
수영구,부산수영-노인-20211109-001,금호어울림아파트경로당,노인여가복지시설,경로당,개인,0,,0,0,운영,"부산광역시 수영구 남천동로 91 (남천동, 남천 금호어울림 더 비치)",
수영구,부산수영-노인-20211118-001,광안자이아파트경로당,노인여가복지시설,경로당,개인,0,,0,0,운영,"부산광역시 수영구 호암로29번길 50 (광안동, 광안자이)",
수영구,부산수영-노인-20211126-001,마리재가복지센터,재가노인복지시설,재가노인복지시설,개인,25,0,0,0,운영,"부산광역시 수영구 광일로 59, 광원아파트 상가동 2층 221호 (광안동)",051-702-0666
수영구,부산수영-노인-20211202-001,수영SK뷰1단지아파트경로당,노인여가복지시설,경로당,개인,0,,0,0,운영,"부산광역시 수영구 망미배산로 56 (망미동, 수영 SK VIEW 1단지)",
수영구,부산수영-노인-20220210-001,다사랑재가복지센터,재가노인복지시설,재가노인복지시설,개인,4,0,0,0,운영,"부산광역시 수영구 광안해변로15번길 54, 상가동 9호 (남천동)",051-624-1515
수영구,부산수영-노인-20220311-001,간호샘재가센터,재가노인복지시설,재가노인복지시설,개인,42,0,0,0,운영,"부산광역시 수영구 연수로392번길 24, 1층 (광안동)",
수영구,부산수영-노인-20220321-001,온누리재가노인복지센터,재가노인복지시설,재가노인복지시설,개인,1,0,0,0,운영,"부산광역시 수영구 장대골로 6, 202호 (광안동)",051-714-0530
수영구,부산수영-노인-20220620-001,실버노트재가복지센터,재가노인복지시설,재가노인복지시설,법인,12,0,3,0,운영,"부산광역시 수영구 연수로 320-1, 2층 (망미동)",051-759-0129
수영구,부산수영-노인-20220715-001,행복드림재가노인복지센터,재가노인복지시설,재가노인복지시설,개인,25,0,0,0,운영,"부산광역시 수영구 수영로464번길 22, 301호 (남천동)",051-715-4800
수영구,부산수영-노인-20220729-001,e편한세상오션테라스아파트경로당,노인여가복지시설,경로당,개인,0,30,0,0,운영,"부산광역시 수영구 광안해변로326번길 32 (민락동, e편한세상 오션테라스 3단지)",
수영구,부산수영-노인-20220801-001,한가족재가복지센터,재가노인복지시설,재가노인복지시설,법인,23,0,0,0,운영,"부산광역시 수영구 수영로 532, 6층 (광안동)",051-761-2264
수영구,부산수영-노인-20220801-002,우리재가복지센터,재가노인복지시설,재가노인복지시설,개인,35,0,0,0,운영,"부산광역시 수영구 수영로 691-3, 908호 (수영동)",051-756-5553
수영구,부산수영-노인-20220818-001,수영효도요양원,노인의료복지시설,노인요양시설,개인,61,94,94,0,운영,"부산광역시 수영구 과정로 49 (망미동, 수영효도요양원)",051-760-8000
수영구,부산수영-노인-20220919-001,마음베품재가복지센터,재가노인복지시설,재가노인복지시설,개인,6,0,0,0,운영,"부산광역시 수영구 연수로336번길 23-2, 1층 (광안동)",051-753-5353
수영구,부산수영-노인-20220922-001,케어링커뮤니티케어 부산 수영점,재가노인복지시설,재가노인복지시설,법인,239,0,0,0,운영,부산광역시 수영구 광안해변로358번길 7 (민락동),051-756-1277
수영구,부산수영-노인-20221025-001,흰여울재가복지센터,재가노인복지시설,재가노인복지시설,개인,33,0,0,0,운영,"부산광역시 수영구 남천동로10번길 32, 4층 (남천동)",051-626-9664
수영구,부산수영-노인-20221130-001,행복한재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,부산광역시 수영구 과정로91번길 19-1 (망미동),051-623-0624
수영구,부산수영-노인-20221208-001,한서방문요양복지센터,재가노인복지시설,재가노인복지시설,개인,18,0,0,0,운영,"부산광역시 수영구 광서로 36, 3층 (광안동)",051-751-2030
수영구,부산수영-노인-20221208-002,현대재가방문요양센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 수영로384번길 16, 2층 (남천동)",051-625-0773
수영구,부산수영-노인-20221215-001,수영효도주간보호센터,재가노인복지시설,재가노인복지시설,개인,15,0,0,0,운영,"부산광역시 수영구 과정로 49, 6층 (망미동)",
수영구,부산수영-노인-20230314-001,광안에일린의뜰아파트경로당,노인여가복지시설,경로당,개인,0,0,0,0,운영,"부산광역시 수영구 호암로 45 (광안동, 광안에일린의뜰)",
수영구,부산수영-노인-20230619-001,요양365재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 과정로 5, 3층 (망미동)",051-996-0365
수영구,부산수영-노인-20230717-001,케어링 통합재가 방문요양 영남지역본부,재가노인복지시설,재가노인복지시설,법인,799,0,0,0,운영,부산광역시 수영구 연수로 342-1 (광안동),051-751-6585
수영구,부산수영-노인-20230814-001,자람노인복지센터,재가노인복지시설,재가노인복지시설,개인,18,0,0,0,운영,"부산광역시 수영구 망미배산로18번길 17, 1층 (망미동)",051-791-0100
수영구,부산수영-노인-20230817-001,남천재활주간보호센터,재가노인복지시설,재가노인복지시설,개인,0,29,0,0,운영,"부산광역시 수영구 수영로 411, 7층 (남천동, 글로리)",051-625-2804
수영구,부산수영-노인-20230905-001,실버 복지용구,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 수미로26번길 61, 1층 (수영동)",051-928-9631
수영구,부산수영-노인-20230906-001,(A)비지팅엔젤스 부산수영방문요양지점,재가노인복지시설,재가노인복지시설,개인,40,0,0,0,운영,"부산광역시 수영구 수영로 665, 201호 (광안동, 송파지오스V)",051-761-5366
수영구,부산수영-노인-20231107-001,문수복지재단 남천재가노인지원서비스센터,재가노인복지시설,재가노인복지시설,법인,70,0,0,0,운영,"부산광역시 수영구 수영로 532, 3층 (광안동, 부성빌딩)",051-715-6915
수영구,부산수영-노인-20231107-002,골드통합복지센터,재가노인복지시설,재가노인복지시설,개인,23,0,0,0,운영,"부산광역시 수영구 망미배산로18번길 26, 206호 (망미동, 오티플러스오피스텔)",051-754-6555
수영구,부산수영-노인-20231211-001,남천자이아파트경로당,노인여가복지시설,경로당,개인,0,0,0,0,운영,"부산광역시 수영구 남천동로 46 (남천동, 남천자이)",
수영구,부산수영-노인-20231221-001,우리동네방문간호요양센터,재가노인복지시설,재가노인복지시설,개인,34,0,0,0,운영,"부산광역시 수영구 수미로41번길 15, 1층 (망미동)",051-913-0330
수영구,부산수영-노인-20240201-001,센텀종합병원 실버건강대학,노인여가복지시설,노인교실,법인,0,0,0,0,운영,부산광역시 수영구 수영로679번길 8 (광안동),
수영구,부산수영-노인-20240215-001,한마음주간보호센터,재가노인복지시설,재가노인복지시설,개인,17,37,0,0,운영,"부산광역시 수영구 수영로 715, 2층 (수영동)",051-715-2244
수영구,부산수영-노인-20240327-001,온기드림재가노인복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 장대골로 60-3, 2층 (광안동)",
수영구,부산수영-노인-20240403-001,푸른데이케어,재가노인복지시설,재가노인복지시설,법인,9,57,0,0,운영,"부산광역시 수영구 과정로41번길 20, 3,4층 (망미동, 메디플러스)",051-710-8291
수영구,부산수영-노인-20240510-001,아진재가노인복지센터,재가노인복지시설,재가노인복지시설,개인,15,0,0,0,운영,"부산광역시 수영구 수영로741번길 12, 2층 202-4호 (수영동)",051-710-8885
수영구,부산수영-노인-20240722-001,다솜재가복지센터,재가노인복지시설,재가노인복지시설,개인,0,0,0,0,운영,"부산광역시 수영구 수영로 546, 602호 (광안동, 석천유토피아)",051-754-5351
